"id","price","carat","cut","color","clarity","depth","table","x","y","z"
28485,990,0.44,"Premium","F","VS2",62.2,58,4.88,4.83,3.02
28486,5717,1.23,"Premium","H","SI2",62,59,6.92,6.88,4.28
28487,5864,1.01,"Premium","G","VS2",61.9,59,6.38,6.34,3.94
28488,1687,0.51,"Ideal","D","SI1",62.4,57,5.13,5.09,3.19
28489,11177,1.76,"Premium","J","VS1",62,58,7.74,7.7,4.79
28490,4273,1,"Good","I","SI1",58,58,6.56,6.62,3.82
28491,5718,1.2,"Premium","H","SI1",62.4,58,6.76,6.79,4.23
28492,526,0.3,"Good","G","VS2",63.5,55,4.22,4.25,2.69
28493,1237,0.5,"Very Good","G","SI1",62.8,56,5.05,5.08,3.18
28494,2768,0.7,"Very Good","D","SI1",61.1,58,5.66,5.73,3.48
28495,5433,1.01,"Very Good","H","SI1",62.9,56,6.34,6.41,4.01
28496,4369,1.01,"Very Good","H","SI1",62.6,58,6.34,6.44,4
28497,5132,1.01,"Ideal","E","SI1",61.8,56,6.46,6.51,4.01
28498,675,0.3,"Ideal","E","SI1",62.9,57,4.32,4.27,2.7
28499,10270,1.74,"Premium","H","SI2",62.1,59,7.78,7.65,4.79
28500,816,0.31,"Premium","E","VS1",61,60,4.37,4.35,2.66
28501,2795,0.81,"Premium","H","VS2",58,59,6.17,6.13,3.57
28502,4564,1.01,"Very Good","D","SI2",59.7,58,6.55,6.61,3.93
28503,5712,1.2,"Ideal","H","SI2",61,57,6.9,6.84,4.19
28504,4513,1.01,"Premium","H","SI1",61.3,58,6.47,6.39,3.94
28505,776,0.3,"Ideal","F","VS2",62.5,55,4.31,4.27,2.68
28506,538,0.36,"Ideal","H","SI1",62.4,53,4.58,4.59,2.86
28508,5797,1.01,"Fair","D","VS2",59.1,68,6.56,6.44,3.84
28509,2278,0.61,"Ideal","E","VS2",62.2,54,5.51,5.49,3.42
28510,946,0.33,"Ideal","G","IF",61.3,55,4.49,4.51,2.76
28511,608,0.3,"Very Good","H","VS2",63.5,59,4.27,4.2,2.69
28512,1135,0.43,"Ideal","E","VVS2",60.8,57,4.9,4.87,2.97
28513,558,0.31,"Very Good","I","VS2",63.1,54,4.34,4.31,2.73
28514,7093,1.18,"Very Good","D","SI1",61.7,57,6.8,6.84,4.21
28515,5455,1.02,"Very Good","H","SI1",61,59,6.48,6.53,3.97
28516,4399,1.14,"Premium","F","SI2",62.8,58,6.61,6.56,4.14
28517,952,0.34,"Ideal","G","IF",61.5,56,4.52,4.54,2.79
28518,8490,1.5,"Premium","H","SI2",62.3,60,7.22,7.3,4.52
28519,4078,1.19,"Premium","G","SI2",62.4,59,6.74,6.71,4.2
28521,2738,0.71,"Ideal","G","SI1",61.6,57,5.72,5.76,3.53
28522,730,0.32,"Very Good","G","VVS2",62.3,54,4.38,4.45,2.75
28523,5047,1.02,"Very Good","H","SI1",64.4,59,6.24,6.36,4.06
28524,6176,1.01,"Premium","D","SI1",62,60,6.4,6.37,3.96
28525,3780,1,"Premium","I","SI2",61.6,59,6.41,6.34,3.93
28526,1061,0.41,"Premium","I","VVS2",62.1,58,4.78,4.76,2.96
28527,837,0.4,"Very Good","E","SI1",62.2,54.4,4.72,4.76,2.95
28528,534,0.39,"Ideal","I","SI1",62.4,54,4.67,4.69,2.92
28529,2573,0.71,"Good","E","SI1",61.5,61,5.64,5.67,3.48
28530,15175,2.1,"Premium","G","SI2",62.6,56,8.2,8.16,5.12
28531,1704,0.53,"Ideal","D","VS2",61.4,55,5.24,5.21,3.21
28532,706,0.35,"Ideal","F","VS2",60.8,57,4.52,4.56,2.76
28533,1754,0.54,"Ideal","E","VS2",61.4,57,5.21,5.25,3.21
28534,8653,1.74,"Premium","H","SI1",61.6,59,7.7,7.62,4.72
28535,698,0.31,"Premium","G","VS2",61.7,59,4.34,4.31,2.67
28536,17218,2.31,"Premium","I","SI2",62.9,58,8.43,8.34,5.27
28537,1186,0.41,"Very Good","F","VVS1",62.7,59,4.75,4.78,2.99
28538,15272,2.03,"Ideal","I","SI1",61.8,57,8.07,8.14,5.01
28539,6930,1.05,"Premium","E","VS2",62.1,58,6.5,6.54,4.05
28540,697,0.38,"Ideal","H","SI1",61.2,56,4.7,4.74,2.89
28541,3713,0.78,"Ideal","E","VS2",61.1,55,5.99,5.96,3.65
28542,6470,1.01,"Premium","G","VVS2",61.3,61,6.47,6.32,3.92
28543,6366,1.01,"Fair","D","VS2",65.3,58,6.29,6.24,4.09
28544,712,0.34,"Ideal","F","VVS2",61.8,56,4.47,4.49,2.77
28545,3351,0.77,"Very Good","D","VS2",63,58,5.81,5.85,3.67
28546,1103,0.35,"Ideal","H","IF",61.7,54,4.55,4.53,2.8
28547,609,0.29,"Very Good","F","VVS1",59.8,61,4.31,4.35,2.59
28548,8334,1.2,"Ideal","F","VS2",62.3,55,6.79,6.83,4.24
28549,730,0.32,"Premium","G","VVS2",62.3,58,4.35,4.38,2.72
28550,952,0.39,"Ideal","G","VVS2",62.2,54,4.67,4.7,2.91
28551,854,0.33,"Premium","G","VS1",62,59,4.42,4.36,2.72
28552,698,0.31,"Premium","I","VVS2",61.7,58,4.4,4.38,2.71
28553,3676,1.01,"Very Good","I","SI1",63.2,55,6.4,6.32,4.02
28554,5504,1.23,"Premium","J","VS2",61.9,55,6.94,6.88,4.28
28555,3643,0.9,"Very Good","J","VS1",62.4,57,6.13,6.18,3.84
28556,5974,1.03,"Ideal","F","SI1",62,56,6.47,6.5,4.02
28557,930,0.3,"Very Good","E","IF",62.8,54,4.3,4.33,2.71
28559,11003,1.22,"Ideal","G","VVS2",60,58,6.95,6.99,4.18
28560,698,0.31,"Ideal","G","VS2",63,54,4.37,4.33,2.74
28561,1716,0.51,"Very Good","D","VS2",62,59,5.08,5.12,3.16
28562,4879,0.93,"Very Good","G","VS1",62.1,59,6.16,6.21,3.84
28563,521,0.24,"Very Good","D","VVS2",59.5,62,4.04,4.06,2.41
28564,1079,0.41,"Ideal","E","VS1",62.1,56,4.75,4.78,2.96
28565,1135,0.45,"Ideal","G","VVS2",61.2,56,4.91,4.96,3.02
28566,846,0.27,"Ideal","E","VVS1",61.7,57,4.16,4.14,2.56
28567,3545,1.07,"Premium","G","SI2",62.2,58,6.56,6.49,4.06
28568,682,0.38,"Premium","I","VS2",62.4,56,4.65,4.58,2.88
28570,1397,0.4,"Ideal","E","VVS1",62.4,57,4.72,4.67,2.93
28571,12285,1.28,"Very Good","F","VVS2",58.9,57,7.13,7.17,4.21
28572,13080,1.51,"Very Good","F","VS2",63.2,56,7.22,7.28,4.58
28573,1076,0.41,"Premium","F","VS1",58.6,61,4.87,4.83,2.84
28574,961,0.42,"Ideal","I","IF",62,54,4.82,4.85,3
28575,2829,0.72,"Premium","F","VS1",62.2,58,5.75,5.7,3.56
28576,10173,1.2,"Very Good","F","VVS2",63.8,58,6.67,6.69,4.26
28577,849,0.39,"Ideal","I","VVS2",60.8,56,4.74,4.76,2.89
28579,1768,0.55,"Ideal","D","VS2",61,56,5.31,5.28,3.23
28580,18741,2.01,"Very Good","G","SI1",63.1,59,8.03,7.98,5.05
28581,891,0.31,"Ideal","G","IF",61,57,4.36,4.39,2.67
28582,373,0.3,"Ideal","J","VS1",62.6,53,4.28,4.32,2.69
28583,1076,0.41,"Ideal","D","VS2",61.7,56,4.81,4.78,2.96
28584,805,0.34,"Ideal","E","VS1",62,56,4.48,4.52,2.79
28585,3042,0.81,"Good","I","VS1",59.4,56,5.97,6.11,3.59
28586,1263,0.55,"Good","H","SI1",63.6,55,5.23,5.18,3.31
28587,646,0.35,"Ideal","G","VS2",61.3,56,4.54,4.58,2.8
28588,807,0.4,"Ideal","H","VS1",61.8,56,4.74,4.78,2.94
28589,2066,0.7,"Very Good","E","SI2",63.1,54,5.73,5.65,3.59
28590,3082,0.7,"Good","D","VS2",57.7,60,5.83,5.86,3.37
28591,8736,1.5,"Good","H","VS1",64.3,57,7.12,7,4.54
28592,1739,0.53,"Ideal","E","VS2",62,56,5.16,5.2,3.21
28595,720,0.32,"Ideal","H","VS1",63,57,4.35,4.32,2.73
28597,716,0.32,"Ideal","F","VS1",61,54,4.42,4.44,2.7
28598,9716,1.53,"Premium","F","SI2",62.6,57,7.37,7.33,4.6
28599,7887,1.01,"Ideal","F","VS1",62,57,6.46,6.42,3.99
28600,1787,0.51,"Premium","D","VS2",59.7,58,5.18,5.24,3.11
28601,1062,0.43,"Ideal","E","VVS2",60.8,57,4.87,4.9,2.97
28602,2373,0.77,"Good","G","SI1",63.7,54,5.85,5.8,3.71
28603,1097,0.39,"Premium","E","VS1",58.8,59,4.76,4.73,2.79
28604,6533,1.01,"Ideal","F","VS2",62,56,6.51,6.46,4.02
28605,4675,1.08,"Ideal","G","SI2",61.9,58,6.55,6.57,4.06
28606,2091,0.57,"Ideal","D","VS1",61.7,56,5.31,5.33,3.28
28607,4932,1.05,"Ideal","D","SI2",60.2,57,6.58,6.65,3.98
28608,5190,1.18,"Premium","G","SI2",62.5,54,6.81,6.78,4.25
28609,1342,0.58,"Ideal","D","SI2",62.7,56,5.3,5.32,3.33
28610,5987,1.44,"Good","G","I1",63.2,54.8,7.18,7.21,4.54
28611,1748,0.52,"Very Good","F","VS1",63.2,57,5.09,5.1,3.22
28612,4492,0.9,"Ideal","H","SI1",62.5,56,6.14,6.18,3.85
28613,581,0.3,"Very Good","G","VS1",62.6,56,4.29,4.31,2.69
28614,1436,0.57,"Ideal","E","SI1",61.5,56,5.32,5.35,3.28
28615,2903,0.72,"Ideal","D","SI1",61.9,55,5.78,5.75,3.57
28616,388,0.25,"Very Good","D","VS1",60.8,60,4.07,4.09,2.48
28618,1026,0.39,"Ideal","E","VS1",62.3,57,4.64,4.67,2.9
28619,685,0.38,"Very Good","F","VS2",61.3,57,4.67,4.7,2.87
28620,435,0.31,"Very Good","H","SI1",61,61,4.33,4.39,2.66
28621,3321,1.02,"Ideal","G","I1",61.5,56,6.46,6.49,3.98
28622,13787,1.56,"Ideal","G","VS2",62.3,53,7.41,7.49,4.64
28623,2301,0.52,"Ideal","E","VVS2",61.8,56,5.16,5.19,3.2
28624,596,0.34,"Very Good","E","SI1",63,55,4.42,4.47,2.8
28625,1087,0.41,"Ideal","E","VS2",62.2,56,4.8,4.75,2.97
28626,1755,0.55,"Ideal","D","VS2",62.7,57,5.2,5.23,3.27
28627,6469,1.22,"Ideal","I","VS1",62.3,57,6.81,6.85,4.25
28628,1059,0.52,"Very Good","E","SI2",64,55,5.07,5.11,3.26
28629,776,0.3,"Premium","G","VS1",61.7,56,4.33,4.29,2.66
28630,15991,1.55,"Premium","D","VS2",61.5,58,7.48,7.51,4.61
28631,521,0.33,"Very Good","H","VS2",62,59,4.4,4.44,2.74
28632,1803,0.53,"Ideal","F","VS2",61.6,57,5.21,5.15,3.19
28633,945,0.3,"Premium","F","VVS2",61.4,59,4.36,4.31,2.66
28634,13317,2.15,"Good","G","SI2",63.8,58,8.23,8.08,5.2
28635,3013,0.81,"Ideal","E","SI2",60.1,57,6.07,6.1,3.66
28636,791,0.31,"Ideal","E","VVS2",61.3,55,4.35,4.39,2.68
28637,1709,0.62,"Very Good","H","VS2",61.7,63,5.48,5.42,3.36
28638,14933,2.08,"Premium","J","VS2",60.3,59,8.29,8.23,4.98
28639,6509,1.23,"Ideal","G","SI1",61.4,56,6.94,6.91,4.25
28640,4218,1,"Good","D","SI2",61.5,63,6.27,6.32,3.87
28641,654,0.41,"Ideal","E","SI2",61.5,58,4.79,4.83,2.96
28642,4372,1,"Premium","I","VS2",61.6,59,6.39,6.47,3.96
28643,18701,3.51,"Premium","J","VS2",62.5,59,9.66,9.63,6.03
28644,4338,1.23,"Premium","J","VS2",58,61,7.07,7.03,4.09
28645,1591,0.61,"Ideal","H","VS2",62,53,5.47,5.49,3.4
28646,8257,1.77,"Very Good","J","SI2",63.4,60,7.65,7.61,4.84
28647,834,0.41,"Very Good","E","VS1",62.8,60,4.72,4.77,2.98
28648,2655,1.2,"Fair","G","I1",64.4,55,6.77,6.61,4.31
28649,1607,0.52,"Very Good","F","VS2",62.4,57,5.12,5.13,3.2
28650,1031,0.42,"Ideal","F","VS1",61.3,57,4.8,4.85,2.96
28651,6985,1.2,"Very Good","F","SI1",61.9,58,6.75,6.82,4.2
28652,2115,0.61,"Ideal","E","VS2",59.7,57,5.57,5.52,3.31
28653,11560,1.7,"Very Good","H","SI1",63.6,59,7.46,7.55,4.77
28654,7923,1.22,"Ideal","G","VS2",62,55,6.83,6.91,4.26
28655,791,0.41,"Ideal","D","SI1",61.6,55,4.78,4.8,2.95
28656,4745,1.19,"Premium","I","SI2",62.6,58,6.75,6.7,4.21
28657,4776,1.15,"Premium","G","SI1",62,58,6.68,6.77,4.17
28658,4224,0.91,"Very Good","H","VS1",63.4,56,6.18,6.12,3.9
28659,449,0.32,"Very Good","I","VS2",62.8,58,4.33,4.37,2.73
28660,10543,1.5,"Ideal","G","SI2",60.5,57,7.4,7.43,4.49
28662,11966,2,"Fair","J","VS2",65.4,58,7.96,7.75,5.14
28663,914,0.31,"Ideal","F","IF",62.1,55,4.32,4.38,2.7
28664,964,0.54,"Ideal","I","SI2",61.8,54,5.24,5.27,3.25
28665,3886,1.05,"Premium","E","SI2",62.2,59,6.51,6.44,4.03
28666,1675,0.5,"Very Good","E","VS1",62.7,56,5.09,5.12,3.2
28667,18067,2.19,"Very Good","E","SI2",62.4,61,8.23,8.31,5.16
28668,2111,0.75,"Very Good","F","SI2",58.6,60,5.99,6.03,3.52
28669,1767,0.51,"Ideal","D","VS2",60.5,56,5.21,5.2,3.15
28670,3507,1.03,"Ideal","F","I1",61.1,55,6.54,6.51,3.99
28671,11447,1.91,"Ideal","J","SI1",60.7,56,8.01,8.09,4.89
28672,4439,1.01,"Premium","H","SI1",62.1,60,6.43,6.39,3.98
28673,4150,1.01,"Good","G","SI2",62.4,60,6.32,6.38,3.96
28674,1633,0.68,"Fair","G","SI1",58,71,5.85,5.7,3.35
28675,504,0.27,"Very Good","H","VVS1",61.2,57,4.15,4.18,2.55
28676,1107,0.41,"Premium","I","VVS1",61.5,59,4.81,4.75,2.94
28677,14565,1.5,"Good","E","VS2",57.8,63,7.58,7.53,4.37
28678,4461,1.04,"Ideal","H","SI2",61.7,57,6.49,6.54,4.02
28679,4864,1,"Ideal","E","SI1",61.5,57,6.41,6.47,3.96
28680,568,0.31,"Ideal","F","SI1",61.2,55,4.37,4.4,2.68
28681,612,0.34,"Premium","E","SI2",62.5,59,4.46,4.43,2.78
28682,13675,2,"Ideal","G","SI1",61.7,55,8.11,8.07,4.99
28683,3250,0.81,"Good","G","VS2",62.9,58,5.88,5.94,3.72
28684,985,0.36,"Ideal","G","IF",61.7,56,4.57,4.6,2.83
28685,1110,0.53,"Very Good","F","SI2",63.2,55,5.17,5.18,3.27
28686,818,0.41,"Very Good","E","SI2",63.4,58,4.75,4.71,3
28687,2030,0.55,"Ideal","D","VS2",61.4,57,5.31,5.27,3.25
28689,792,0.32,"Very Good","E","VS1",61.1,59.8,4.43,4.45,2.71
28690,2572,0.71,"Premium","H","VS1",59.1,61,5.87,5.83,3.46
28691,1048,0.32,"Ideal","D","VVS2",61.3,55.8,4.43,4.44,2.71
28692,2815,0.7,"Ideal","H","SI1",61.5,55,5.73,5.79,3.54
28693,1881,0.55,"Premium","E","VS2",60.5,58,5.32,5.26,3.2
28694,999,0.41,"Ideal","E","VS2",62,56,4.79,4.72,2.95
28695,5398,1.02,"Premium","F","SI1",62.3,58,6.46,6.38,4
28696,1781,0.51,"Premium","G","VS1",61.1,58,5.19,5.12,3.15
28697,6271,1.01,"Premium","D","VS2",61.6,59,6.38,6.32,3.91
28699,1769,0.53,"Good","G","VVS2",64.3,58,5.11,5.15,3.3
28700,2351,0.7,"Good","H","VS2",64.2,58,5.61,5.58,3.59
28701,645,0.32,"Premium","F","VS2",62.1,59,4.35,4.41,2.72
28702,1633,0.54,"Ideal","H","VS1",61.3,55.9,5.23,5.27,3.21
28703,1221,0.42,"Ideal","F","VVS2",60.6,57,4.85,4.82,2.93
28705,2540,1.03,"Good","I","I1",57.9,59,6.67,6.62,3.85
28706,1089,0.55,"Good","I","SI1",57.7,61,5.37,5.34,3.09
28707,396,0.31,"Ideal","J","VS2",62.3,54,4.35,4.38,2.72
28708,5285,1.21,"Premium","I","SI1",62,56,6.89,6.83,4.25
28709,9823,1.53,"Very Good","I","VS1",59.3,58,7.5,7.54,4.46
28710,982,0.4,"Ideal","F","VS1",61.3,56,4.73,4.76,2.91
28711,14646,2.03,"Very Good","E","SI2",63.1,56,8.01,7.99,5.05
28712,1667,0.54,"Premium","F","VS2",58.2,60,5.39,5.34,3.12
28713,658,0.3,"Very Good","E","VS2",61.8,58,4.26,4.28,2.64
28714,590,0.3,"Ideal","H","VVS2",61.5,55,4.34,4.37,2.68
28715,802,0.3,"Ideal","F","VVS1",61.2,55,4.33,4.36,2.66
28716,1609,0.71,"Premium","J","SI2",60.7,59,5.75,5.71,3.48
28717,5199,1.01,"Premium","H","VS1",62.7,58,6.37,6.39,4
28718,2169,0.71,"Premium","F","SI2",62.3,60,5.7,5.67,3.54
28719,4767,1.01,"Ideal","H","SI1",61.9,58,6.42,6.48,3.99
28720,929,0.38,"Ideal","G","VVS2",62.3,53.6,4.65,4.67,2.9
28721,2958,0.72,"Good","G","VS1",58,57.8,5.85,5.87,3.4
28722,776,0.3,"Ideal","G","VS1",59.9,56,4.41,4.37,2.63
28723,935,0.41,"Ideal","E","VS2",62.3,56,4.74,4.77,2.96
28724,972,0.32,"Ideal","D","VS2",62,55,4.42,4.38,2.73
28725,485,0.23,"Very Good","E","VVS1",58.8,61,3.98,4.01,2.35
28726,7996,1.21,"Ideal","G","VS2",61.1,57,6.95,6.85,4.22
28727,2674,0.71,"Premium","E","SI1",60.3,60,5.77,5.74,3.47
28728,3468,0.55,"Ideal","D","VVS2",60.8,56,5.29,5.32,3.23
28729,3294,0.7,"Premium","E","VVS1",61.7,59,5.71,5.67,3.51
28730,767,0.39,"Very Good","J","VVS1",57.8,59,4.85,4.9,2.82
28731,999,0.53,"Ideal","J","SI1",61.6,55,5.2,5.23,3.21
28732,13865,2.02,"Very Good","I","SI2",61.1,61,8.08,8.11,4.95
28733,648,0.32,"Premium","H","VS2",61.7,59,4.4,4.35,2.7
28734,1040,0.39,"Very Good","D","VS2",59.5,57,4.79,4.82,2.86
28735,15907,2.19,"Very Good","I","SI2",60.3,60,8.29,8.33,5.01
28736,984,0.42,"Ideal","G","VS1",61.9,56,4.82,4.77,2.97
28737,552,0.24,"Ideal","F","VVS2",62.6,57,3.93,3.96,2.47
28738,9621,1.37,"Ideal","H","VVS2",61.3,56,7.13,7.2,4.39
28739,1255,0.61,"Ideal","E","I1",63.4,57,5.43,5.37,3.42
28740,949,0.35,"Premium","J","VS1",62.4,58,5.67,5.64,3.53
28741,702,0.32,"Premium","E","VS2",60.5,58,4.44,4.48,2.7
28742,3387,1,"Fair","F","SI1",68.7,55,6.06,5.88,4.11
28743,2933,0.75,"Ideal","F","VS2",62.3,57,5.81,5.87,3.64
28744,640,0.3,"Ideal","E","SI1",61.7,57,4.29,4.33,2.66
28745,569,0.3,"Ideal","F","VS2",61.1,55,4.37,4.32,2.66
28746,4322,1.09,"Premium","G","SI1",61.8,59,6.59,6.53,4.06
28747,2398,0.7,"Ideal","H","VS2",62.4,56,5.63,5.72,3.54
28748,2721,0.78,"Very Good","G","SI1",63,58,5.82,5.86,3.68
28749,788,0.35,"Premium","H","VS1",62.6,58,4.52,4.49,2.82
28750,413,0.3,"Ideal","D","SI2",61.1,58,4.31,4.33,2.64
28751,11580,1.51,"Ideal","H","VS1",62.6,56,7.28,7.32,4.57
28752,9314,1.76,"Fair","J","VS1",56.9,66,8.09,7.94,4.56
28753,4232,0.92,"Very Good","E","SI1",60.7,59,6.25,6.28,3.8
28754,1024,0.35,"Premium","H","VVS1",60.6,60,4.57,4.51,2.75
28756,995,0.51,"Very Good","I","SI2",63.3,58,5.09,5.02,3.2
28757,1113,0.57,"Ideal","I","SI1",61.6,54,5.36,5.38,3.31
28758,710,0.42,"Very Good","F","SI2",61.5,59,4.81,4.85,2.97
28759,842,0.32,"Ideal","G","VVS1",62.4,56,4.36,4.39,2.73
28760,2642,0.72,"Ideal","E","SI1",61.2,56,5.75,5.79,3.53
28761,4497,1.01,"Premium","F","SI2",61.6,58,6.45,6.4,3.96
28762,3952,0.72,"Very Good","F","VVS2",59.2,63,5.77,5.86,3.44
28763,2376,0.71,"Ideal","I","SI1",62.2,55,5.7,5.75,3.56
28764,5112,0.87,"Ideal","E","SI1",61.5,57,6.12,6.15,3.77
28765,4240,0.79,"Ideal","E","VS1",62,56,5.9,5.93,3.67
28766,1316,0.55,"Very Good","G","SI1",60.1,61,5.32,5.29,3.19
28767,468,0.26,"Very Good","H","VVS1",62.5,58,4.08,4.11,2.56
28768,2611,0.9,"Ideal","F","I1",61.8,57,6.13,6.2,3.81
28770,10327,1.13,"Ideal","F","VVS2",61.4,56,6.77,6.72,4.14
28771,988,0.39,"Ideal","F","VVS2",61.3,56,4.73,4.77,2.91
28772,1211,0.34,"Ideal","D","VVS1",61.7,57,4.52,4.49,2.78
28773,1020,0.51,"Premium","J","SI1",62.6,59,5.1,5.06,3.18
28774,4989,1.01,"Good","F","SI1",63.7,57,6.4,6.35,4.06
28775,561,0.32,"Premium","I","VVS2",61.9,59,4.35,4.38,2.7
28776,1655,0.53,"Ideal","F","VS2",61.2,56,5.22,5.25,3.2
28777,2185,0.58,"Good","E","VS1",58.6,64,5.4,5.46,3.18
28778,18371,2.32,"Very Good","I","SI1",63.2,59,8.55,8.44,5.37
28779,6440,1,"Very Good","D","VS2",63.1,59,6.26,6.36,3.98
28780,3032,0.55,"Ideal","F","VVS1",61.2,54,5.35,5.3,3.26
28781,596,0.34,"Ideal","G","VS2",62.2,57,4.44,4.47,2.77
28782,4933,1.21,"Premium","E","SI2",61,58,6.93,6.88,4.21
28783,608,0.3,"Premium","I","VS1",63,53,4.31,4.26,2.7
28784,625,0.4,"Ideal","D","SI2",62,55,4.71,4.77,2.94
28785,1689,0.52,"Ideal","G","VS1",62.3,55,5.14,5.16,3.21
28787,490,0.27,"Ideal","G","VS2",61.5,55,4.18,4.21,2.58
28788,3379,0.91,"Premium","E","SI2",58.5,60,6.34,6.31,3.7
28789,445,0.23,"Premium","F","VVS2",61.3,59,3.94,3.99,2.43
28792,1556,0.55,"Ideal","G","VS2",62.4,56,5.25,5.23,3.27
28793,5821,1.1,"Premium","F","SI1",59.5,59,6.77,6.7,4.01
28794,965,0.3,"Premium","D","VVS2",62.4,58,4.3,4.26,2.67
28795,713,0.43,"Premium","E","I1",58.4,62,5,4.94,2.9
28797,694,0.44,"Ideal","G","SI2",61.1,55,4.93,4.95,3.02
28798,8295,1.09,"Ideal","G","VVS2",61.2,57,6.62,6.66,4.06
28799,597,0.4,"Ideal","F","SI2",62,57,4.7,4.72,2.92
28800,1436,0.5,"Very Good","D","SI1",61,61,5.08,5.11,3.11
28801,866,0.38,"Very Good","E","VS2",59.2,60,4.73,4.77,2.81
28802,992,0.7,"Fair","F","I1",66.5,62,5.54,5.49,3.67
28803,6143,1.12,"Ideal","I","SI1",60.3,57,6.74,6.79,4.08
28804,376,0.28,"Very Good","H","VS2",61.4,57,4.21,4.23,2.59
28805,638,0.3,"Very Good","H","VVS1",62.6,56,4.25,4.28,2.67
28806,10546,1.58,"Ideal","H","SI1",61.4,56,7.46,7.53,4.6
28807,709,0.3,"Ideal","D","SI1",62.1,56,4.33,4.3,2.68
28808,478,0.26,"Ideal","G","VS1",62.1,55,4.09,4.12,2.55
28809,462,0.31,"Ideal","D","SI2",61.3,56,4.36,4.41,2.69
28810,2527,0.74,"Premium","E","SI2",61.3,59,5.83,5.78,3.56
28812,1448,0.55,"Ideal","F","SI1",60.2,56,5.32,5.37,3.22
28813,838,0.3,"Ideal","E","VVS1",61.6,56,4.31,4.32,2.66
28814,2048,0.91,"Very Good","J","I1",63.1,57,6.12,6.06,3.84
28815,7198,1.07,"Ideal","G","VS1",62,56,6.58,6.52,4.06
28816,10161,1.2,"Premium","D","VS2",61.1,58,6.85,6.83,4.18
28817,5286,1.08,"Very Good","H","SI1",63.4,57,6.54,6.51,4.14
28818,1938,0.71,"Very Good","I","SI2",61.1,56,5.75,5.79,3.53
28819,10080,1.5,"Very Good","E","SI2",63.5,60,7.25,7.21,4.59
28820,1577,0.52,"Ideal","E","SI1",61.6,55,5.19,5.16,3.19
28821,574,0.3,"Very Good","D","SI2",63.4,56,4.29,4.26,2.71
28822,725,0.41,"Very Good","E","SI1",61,61,4.74,4.77,2.9
28823,973,0.38,"Ideal","G","VVS1",62.1,56,4.61,4.64,2.87
28824,5668,1,"Good","H","VS1",60.2,63,6.43,6.47,3.88
28825,2167,0.61,"Ideal","G","VS1",60.9,57,5.46,5.5,3.34
28826,11161,1.51,"Premium","H","VS1",61,60,7.29,7.34,4.46
28827,3931,0.9,"Good","G","SI1",57.8,58,6.42,6.38,3.7
28828,1783,0.53,"Premium","D","VS2",62.4,59,5.14,5.18,3.22
28829,1849,0.52,"Fair","G","IF",65.5,55,4.98,5.06,3.29
28830,6104,1.02,"Very Good","I","VS2",61.5,57,6.4,6.44,3.95
28831,766,0.3,"Ideal","E","VVS2",61.9,55,4.3,4.33,2.67
28832,574,0.3,"Ideal","D","SI2",62.1,57,4.33,4.3,2.68
28833,8465,1.23,"Ideal","G","VS1",61.8,57,6.89,6.86,4.25
28834,4764,1.03,"Premium","D","SI2",62.5,54,6.5,6.42,4.04
28835,2537,0.7,"Very Good","E","SI1",60.9,59,5.67,5.76,3.48
28836,1798,0.58,"Ideal","F","VS2",60.6,55,5.4,5.43,3.28
28837,814,0.3,"Ideal","F","VVS1",61.9,58,4.26,4.3,2.65
28838,579,0.33,"Ideal","E","SI1",61.9,57,4.43,4.46,2.75
28839,605,0.3,"Very Good","F","VS2",62.8,56,4.29,4.31,2.7
28840,4751,0.81,"Ideal","G","IF",62.4,54,5.93,5.99,3.72
28841,3376,0.71,"Very Good","E","VVS2",61.7,60,5.7,5.74,3.53
28844,844,0.3,"Premium","E","VS2",62,59,4.31,4.27,2.66
28845,8192,1.04,"Very Good","D","VS1",62.3,59,6.39,6.48,4.01
28846,600,0.36,"Very Good","F","SI1",61.9,59,4.51,4.54,2.8
28847,767,0.35,"Premium","E","VS2",60.4,60,4.52,4.55,2.74
28848,2840,0.7,"Premium","H","VVS1",59.2,60,5.87,5.78,3.45
28849,6418,1.21,"Ideal","I","VS1",62.2,54.5,6.81,6.86,4.25
28850,11532,1.51,"Very Good","G","VS2",62.1,57,7.37,7.32,4.5
28851,2788,0.76,"Ideal","I","VVS2",61.8,56,5.85,5.87,3.62
28852,1042,0.53,"Ideal","J","SI1",61.4,56,5.2,5.23,3.2
28853,906,0.33,"Ideal","E","VVS1",62.2,54,4.46,4.48,2.78
28854,984,0.35,"Ideal","E","VS2",62,55,4.54,4.52,2.81
28855,1216,0.42,"Ideal","E","VVS2",62.3,55,4.76,4.81,2.98
28856,6164,1.03,"Very Good","G","VS2",62.9,56,6.43,6.45,4.05
28858,1064,0.43,"Premium","D","SI1",60.1,58,4.93,4.89,2.95
28859,3054,1.01,"Fair","I","SI2",66.1,58,6.21,6.04,4.05
28860,11525,1.53,"Ideal","F","SI1",61.9,55,7.43,7.36,4.58
28861,4255,1.26,"Good","J","SI1",63.9,58,6.78,6.74,4.32
28862,3023,0.85,"Ideal","G","SI1",61.6,55,6.09,6.11,3.76
28863,541,0.29,"Very Good","G","VVS2",61.6,56,4.24,4.28,2.63
28864,6548,1.28,"Ideal","G","SI2",61.1,58,6.98,7.03,4.28
